tradition,raga,class_idx,raga_id,recording,split,n_windows
Carnatic,Mōhanaṁ,6,39821826-3327-41d7-9cd5-e22fe7b08360,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/39821826-3327-41d7-9cd5-e22fe7b08360/K__V__Narayanaswami/Collectors_Choice/Evarura/Evarura.pitch,held_out,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sandeep_Narayan/December_Season_2011/Vanajaksha/Vanajaksha.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/T__M__Krishna/December_Season_2006/Cheraravade_Mi_Ra/Cheraravade_Mi_Ra.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Vasundara_Rajagopal/Vasundara_Rajagopal_at_Arkay/Ninnuvina_Marigalada/Ninnuvina_Marigalada.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Aruna_Sairam/Madrasil_Margazhi_2006/Tatvamariya_Tarama/Tatvamariya_Tarama.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Amrutha_Venkatesh/December_Season_2008/Janani_Ninnu_Vina/Janani_Ninnu_Vina.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sikkil_Gurucharan/December_Season_2006/Nannu_Vidachi/Nannu_Vidachi.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sanjay_Subrahmanyan/Sanjay_at_Sastri_Hall/Janani/Janani.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sangeetha_Swaminathan/December_Season_2010/Nannu_vidachi/Nannu_vidachi.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Nisha_P_Rajagopal/December_Season_2003/Dvaitamu/Dvaitamu.pitch,train,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Sanjay_Subrahmanyan/December_Season_2010/Raagaratna_malikache/Raagaratna_malikache.pitch,held_out,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Kunnakkudi_M_Balamuralikrishna/December_Season_2009/Oraru_Mugane/Oraru_Mugane.pitch,held_out,200
Carnatic,Rītigauḷa,7,4ce0b18d-f4df-41cf-9b40-9166199506b4,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/4ce0b18d-f4df-41cf-9b40-9166199506b4/Akkarai_Sisters/Akkarai_Sisters_at_Arkay/Koti_Janmani/Koti_Janmani.pitch,held_out,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Nisha_P_Rajagopal/December_Season_2008/Ninne_Nammi_Naanu/Ninne_Nammi_Naanu.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/T__M__Krishna/Madrasil_Margazhi_2006/Dasarathi_Ni/Dasarathi_Ni.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/T__M__Krishna/December_Season_2005/Dachchuko_Valena_Dasharathi/Dachchuko_Valena_Dasharathi.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Kunnakkudi_M_Balamuralikrishna/December_Season_2008/Kaddanu_Variki/Kaddanu_Variki.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Sanjay_Subrahmanyan/December_Season_2010/Varnam_Eranapai_Inta/Varnam_Eranapai_Inta.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Bombay_Jayashri/December_Season_2008/Emi_Jesite_Nemi/Emi_Jesite_Nemi.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Amritha_Murali/December_Season_2008/Karuna_Judavamma/Karuna_Judavamma.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Sanjay_Subrahmanyan/December_Season_2001/Tanigai_Valar/Tanigai_Valar.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Sangeetha_Swaminathan/December_Season_2009/Jesina_Della/Jesina_Della.pitch,train,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/T__M__Krishna/December_Season_1999/Vazhi_Maraittirukkude/Vazhi_Maraittirukkude.pitch,held_out,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Rithvik_Raja/Rithvik_Raja_at_Arkay/Emani_Migula/Emani_Migula.pitch,held_out,200
Carnatic,Tōḍi,8,a9413dff-91d1-4e29-ad92-c04019dce5b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a9413dff-91d1-4e29-ad92-c04019dce5b8/Nithyasree_Mahadevan/December_Season_2008/Sri_Krishnam_Bhaja/Sri_Krishnam_Bhaja.pitch,held_out,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/M_S__Subbulakshmi/Paddhatti/Emi_Neramu/Emi_Neramu.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Gayathri_Venkataraghavan/December_Season_2005/Manasu_Swamidhinamayi/Manasu_Swamidhinamayi.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Amrutha_Venkatesh/December_Season_2007/Akshayalinga_Vibho/Akshayalinga_Vibho.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sikkil_Gurucharan/December_Season_2007/Sami_Ninne/Sami_Ninne.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sumithra_Vasudev/December_Season_2011/Sankaracharyam/Sankaracharyam.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sumithra_Vasudev/Tasmai_Sri_Gurave_Namaha/Sri_Dakshinamurte/Sri_Dakshinamurte.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sanjay_Subrahmanyan/Live_at_Kamarajar_Hall/Undan_Paada_Pankayam/Undan_Paada_Pankayam.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sanjay_Subrahmanyan/Compositions_Of_Muthuswami_Dikshitar/Sundareshwaraya_Namasthe/Sundareshwaraya_Namasthe.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/T__M__Krishna/December_Season_2008/Dakshinamurte/Dakshinamurte.pitch,train,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sanjay_Subrahmanyan/Live_in_USA_-_Sanjay_Subrahmanyan/Shankaracharyam/Shankaracharyam.pitch,held_out,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Sanjay_Subrahmanyan/December_Season_2010/Buddhi_Raadu/Buddhi_Raadu.pitch,held_out,200
Carnatic,Śankarābharaṇaṁ,9,a2f9f182-0ceb-4531-b286-b840b47a54b8,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Carnatic/features/a2f9f182-0ceb-4531-b286-b840b47a54b8/Nithyasree_Mahadevan/December_Season_2007/Tukiya_Tiruvadi/Tukiya_Tiruvadi.pitch,held_out,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Dir_Tana_Dir-Dir_Ta-Dir_(Tarana)_52c68301-d913-4208-adc6-c2cf8d2003d3.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Rashid_Khan/The_Song_Of_Shiva/Raga_Bhairav_2b1da797-d9f6-47bc-93c0-d19f5de0fa5d.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Magwa_Pe_Rokey_Thharo_Ree_8718d4df-5fcb-419f-b209-5d34b2474a28.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Pratham_Man_Nirankar_Devan_Man_Mahadev_30408242-719e-4efb-a72d-fc1dc2833db7.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Rashid_Khan/The_Song_Of_Shiva/Raga_Bhairav_c207da5f-60fa-4622-b735-a9bd3425e8fd.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_4/Malana_Gungh_Lao_Is_Banre_Kay_Se_Sehara_3956d76d-876b-4e34-a6dd-c8ecfc057ff8.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Salamat_Ali_Khan/Timeless_Music_From_Pakistan_Vol__2/Raga_Bhairav_ef6c848a-8f36-49fa-98f1-2b3d40391ddd.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Kumar_Gandharva/Raga_Bhairav_Ke_Prakaar/Rag_Bhairav_(Jhaptal)_3abaaa52-4c95-4e8b-beda-37bc3d01f763.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Kumar_Gandharva/Raag_Bhairav___Dhani/Raag_Bhairav_0a11bf6f-b55d-459c-9447-7a5a555a286f.pitch,train,200
Hindustani,Bhairav,10,1e7de02f-e77f-405a-a033-f31117aaf955,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/1e7de02f-e77f-405a-a033-f31117aaf955/Prabha_Atre/Gaan_Prabha/Man_Re_Tu_Kar_Dhyan_5a73fd2e-2308-49c3-81de-e3baa95d2c1b.pitch,held_out,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Ajoy_Chakrabarty/Raag_Kedar___Jog/Raag_Jog_566d6c64-ae66-45e7-9f91-e33cd6c0f18f.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Alaap_And_Stuti_-_Raag_Jog_86d7779a-1610-4514-83a6-883997250abe.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Bandish_In_Vlambit_Ektaal_-_Raag_Jog_3f66f0dc-73b7-48c4-8ad7-1f1a7dacd8bb.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Shrinivas_Joshi/Swarakruti/Raga_Jog_a7f6551d-9696-4713-becb-b22acf71a7db.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Amir_Khan/From_The_Archives_Of_Sangeet_Natak_Akademi/Raga_Jog_7a383e3f-b0a6-4aca-92df-e53c3d928a2d.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Girija_Devi/Diva/Raag_Jog_-_Khayal_59ebf93e-fb88-4ac1-b400-000ffbc7ae3d.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Brajeshwar_Mukherjee/Raag_Jog___Hameer/Raag_Jog_d0781259-2c63-4b35-8ca3-75c19a98e275.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Madhup_Mudgal/Eternal_Music/Raga_Jog_baea9093-d2c8-4529-8bc8-02ce7554c555.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Kaustuv_Kanti_Ganguli/Raag_Jog___Kirwani_Bhajan/Raag_Jog_99dcaebe-ab49-4fa3-ab6c-a9458143af8e.pitch,train,200
Hindustani,Jōg,11,063ea5a0-23b1-4bb5-8537-3d924fe8ebb3,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/063ea5a0-23b1-4bb5-8537-3d924fe8ebb3/Jasraj/Devataa/Bandish_In_Drut_Teentaal_-_Raag_Jog_c02f714f-e4e6-4da6-af07-cea8a03c0e5c.pitch,held_out,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Qutab_Rabani_Mehboob_Subhani_858a82b8-562e-4a7c-a7a2-6cbc65967e99.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Deborshee_Bhattacharya/Raag_Bihag/Raag_Bihag_f0ce173e-e69b-4baf-8c23-cdd63fd15ab1.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Bane-Bane_Thane-Thane_8f983ca1-2b51-4a9f-9265-b797b09c91c9.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Nayan_Bich_Dore_Lal_c8c0b93e-0e7d-4e08-a1cc-95b0eecee5db.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Manik_Bhide/The_Sanctity_of_Parampara/Bajeri_Mori_Payal_Jhanana_and_Lat_Ulajhi_Sulajha_Ja_Balam_82d9adb4-ad60-4437-b3ed-a5dda2a77f61.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkarnath_Thakur/An_Undying_Parampara_Vol__2/Kaise_Siukh_Soye_fecfe4a8-a68e-4ced-93d9-5d47fd4505cd.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Daiya_Moko_Ka_Kahega_Logava_907e6bb0-130e-4ec5-aad0-6c768e8e9dcd.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkarnath_Thakur/An_Undying_Parampara_Vol__2/Ab_Ho_Lalan_Mai_3148a17b-6be7-4f5e-bc35-84196b3c64b6.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Omkar_Dadarkar/Raag_Bihag___Bhairavi_Dadra/Raag_Bihag_5d56b3ab-99d1-48c3-a785-269d74ccc944.pitch,train,200
Hindustani,Bihāg,12,a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/a7d98897-e2fe-4d75-b9dc-e5b4dc88e1c6/Abdul_Rashid_Khan/Rasan_Piya_-_Volume_1/Dhan_Dhan_Re_Tere_Ladla_ee202972-59a1-4576-9883-6e82124b356a.pitch,held_out,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Satyasheel_Deshpande/Kahen/Balam_Mori_Chando_Kalaiya_62ccf764-ddbd-49d4-a05a-cda03f4192a6.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Ajoy_Chakrabarty/The_Genius_Of_Pt__Ajoy_Chakraborty/Raga_Bilaskhani_Todi_d7510269-b26c-4735-a491-245f3c732a58.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Girija_Devi/Masterworks_from_the_NCPA_Archives/Khyal_in_Raga_Bilaskhani_(Teental)_c6e488e4-daa6-401d-a3db-cfe3f0ae63d6.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Jasraj/Legends__Sangeet_Martand_Pandit_Jasraj_(Vol__1)/Raga_-_Bilaskhani_Todi_e23eb921-de6e-452b-bc2f-7fbd0772c4fd.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Basavraj_Rajaguru/The_Genius_Of_Basavraj_Rajguru/Raga_Bilashkani_Todi_182dd9f9-d3b7-4ebc-9d18-9e0544c6e8cc.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Ajoy_Chakrabarty/Geetinandan___Part-3/Bilaskhani_Todi_3124479b-5118-4cf3-823f-8fefad45e586.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Rashid_Khan/Evergreen/Raga_Bilaskhani_Todi_a655cf94-bb5f-4971-897a-9c20cdab828b.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Shruti_Sadolikar/Khayal/Raga_-_Bilaskhani_Todi_cdd148c7-07e4-46c9-88d9-fbbfcea2edf5.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Amir_Khan/The_Great_Heritage__Ustad_Amir_Khan/Raga_Bilaskhani_Todi_Bairagi_Roop_7d3f5b32-34f2-402c-b3b3-a87f1dedd3a8.pitch,train,200
Hindustani,Bilāsakhānī tōḍī,13,dd59147d-8775-44ff-a36b-0d9f15b31319,/kaggle/input/datasets/izpiz06/ragadataset/RagaDataset/Hindustani/features/dd59147d-8775-44ff-a36b-0d9f15b31319/Kaushiki_Chakrabarty/Manomay/Raga_Bilaskhani_Todi_-_Vilambit__Drut_Khayal_b20456b8-7abc-4158-bb53-5ea8d80e5999.pitch,held_out,200
