tradition,relative_path,filename,extension,size_bytes
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/S__Sowmya/Bharat_Sangeet_Utsav/Yarukkahilum/Yarukkahilum.flatSegNyas,Yarukkahilum.flatSegNyas,.flatsegnyas,7753
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/S__Sowmya/Bharat_Sangeet_Utsav/Yarukkahilum/Yarukkahilum.pitch,Yarukkahilum.pitch,.pitch,2409619
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/S__Sowmya/Bharat_Sangeet_Utsav/Yarukkahilum/Yarukkahilum.tonicFine,Yarukkahilum.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/S__Sowmya/Bharat_Sangeet_Utsav/Yarukkahilum/Yarukkahilum.taniSegKNN,Yarukkahilum.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/S__Sowmya/Bharat_Sangeet_Utsav/Yarukkahilum/Yarukkahilum.tonic,Yarukkahilum.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.taniSegKNN,Shankari_Neeve.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.pitch,Shankari_Neeve.pitch,.pitch,7172567
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.tonicFine,Shankari_Neeve.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.flatSegNyas,Shankari_Neeve.flatSegNyas,.flatsegnyas,18374
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.tonic,Shankari_Neeve.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Bombay_Jayashri/December_Season_2008/Shankari_Neeve/Shankari_Neeve.pitchSilIntrpPP,Shankari_Neeve.pitchSilIntrpPP,.pitchsilintrppp,15168550
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.pitch,Dayanidhe.pitch,.pitch,1648508
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.tonic,Dayanidhe.tonic,.tonic,9
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.pitchSilIntrpPP,Dayanidhe.pitchSilIntrpPP,.pitchsilintrppp,3564200
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.tonicFine,Dayanidhe.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.flatSegNyas,Dayanidhe.flatSegNyas,.flatsegnyas,4656
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Gayathri_Venkataraghavan/December_Season_2005/Dayanidhe/Dayanidhe.taniSegKNN,Dayanidhe.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.flatSegNyas,Vallabha_Nayakasya.flatSegNyas,.flatsegnyas,6301
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.taniSegKNN,Vallabha_Nayakasya.taniSegKNN,.tanisegknn,16
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.pitch,Vallabha_Nayakasya.pitch,.pitch,2090436
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.tonic,Vallabha_Nayakasya.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.tonicFine,Vallabha_Nayakasya.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Amritha_Murali/December_Season_2005/Vallabha_Nayakasya/Vallabha_Nayakasya.pitchSilIntrpPP,Vallabha_Nayakasya.pitchSilIntrpPP,.pitchsilintrppp,4504650
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.flatSegNyas",Vallabha_Nayakasya.flatSegNyas,.flatsegnyas,5955
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.taniSegKNN",Vallabha_Nayakasya.taniSegKNN,.tanisegknn,0
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.pitch",Vallabha_Nayakasya.pitch,.pitch,2329965
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.tonic",Vallabha_Nayakasya.tonic,.tonic,10
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.tonicFine",Vallabha_Nayakasya.tonicFine,.tonicfine,25
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/Kutcheri,_Live_at_Gokhale_Hall/Vallabha_Nayakasya/Vallabha_Nayakasya.pitchSilIntrpPP",Vallabha_Nayakasya.pitchSilIntrpPP,.pitchsilintrppp,5060650
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.flatSegNyas,Vallabha_Nayakasya.flatSegNyas,.flatsegnyas,7720
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.taniSegKNN,Vallabha_Nayakasya.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.pitch,Vallabha_Nayakasya.pitch,.pitch,3401487
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.tonic,Vallabha_Nayakasya.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.tonicFine,Vallabha_Nayakasya.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2003/Vallabha_Nayakasya/Vallabha_Nayakasya.pitchSilIntrpPP,Vallabha_Nayakasya.pitchSilIntrpPP,.pitchsilintrppp,7340250
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.pitchSilIntrpPP,Abhimanamennadu.pitchSilIntrpPP,.pitchsilintrppp,5346300
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.tonicFine,Abhimanamennadu.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.pitch,Abhimanamennadu.pitch,.pitch,2470727
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.tonic,Abhimanamennadu.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.flatSegNyas,Abhimanamennadu.flatSegNyas,.flatsegnyas,5585
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Sanjay_Subrahmanyan/December_Season_2002/Abhimanamennadu/Abhimanamennadu.taniSegKNN,Abhimanamennadu.taniSegKNN,.tanisegknn,16
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.pitchSilIntrpPP",Varnnam_Intachalamu.pitchSilIntrpPP,.pitchsilintrppp,4862300
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.pitch",Varnnam_Intachalamu.pitch,.pitch,2262538
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.flatSegNyas",Varnnam_Intachalamu.flatSegNyas,.flatsegnyas,6116
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.tonicFine",Varnnam_Intachalamu.tonicFine,.tonicfine,25
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.tonic",Varnnam_Intachalamu.tonic,.tonic,10
Carnatic,"aa5f376f-06cd-4a69-9cc9-b1077104e0b0/O__S__Thyagarajan/Live_At_Sree_Rama_Seva_Mandali,_Bangalore/Varnnam_Intachalamu/Varnnam_Intachalamu.taniSegKNN",Varnnam_Intachalamu.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.taniSegKNN,Tyagarajaya_Namaste.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.tonicFine,Tyagarajaya_Namaste.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.pitchSilIntrpPP,Tyagarajaya_Namaste.pitchSilIntrpPP,.pitchsilintrppp,16136300
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.tonic,Tyagarajaya_Namaste.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.pitch,Tyagarajaya_Namaste.pitch,.pitch,7674113
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2009/Tyagarajaya_Namaste/Tyagarajaya_Namaste.flatSegNyas,Tyagarajaya_Namaste.flatSegNyas,.flatsegnyas,22258
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.pitchSilIntrpPP,Va_Muruga_Va.pitchSilIntrpPP,.pitchsilintrppp,5023300
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.tonic,Va_Muruga_Va.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.tonicFine,Va_Muruga_Va.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.taniSegKNN,Va_Muruga_Va.taniSegKNN,.tanisegknn,0
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.pitch,Va_Muruga_Va.pitch,.pitch,2345634
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Nithyasree_Mahadevan/December_Season_2008/Va_Muruga_Va/Va_Muruga_Va.flatSegNyas,Va_Muruga_Va.flatSegNyas,.flatsegnyas,5840
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.pitch,Nadopasana.pitch,.pitch,9276738
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.tonicFine,Nadopasana.tonicFine,.tonicfine,25
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.tonic,Nadopasana.tonic,.tonic,10
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.taniSegKNN,Nadopasana.taniSegKNN,.tanisegknn,18
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.flatSegNyas,Nadopasana.flatSegNyas,.flatsegnyas,26756
Carnatic,aa5f376f-06cd-4a69-9cc9-b1077104e0b0/Ranjani_Guruprasad/December_Season_2010/Nadopasana/Nadopasana.pitchSilIntrpPP,Nadopasana.pitchSilIntrpPP,.pitchsilintrppp,19471250
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.taniSegKNN,Eppadi_Manam_Thunindhadho.taniSegKNN,.tanisegknn,0
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.tonicFine,Eppadi_Manam_Thunindhadho.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.pitch,Eppadi_Manam_Thunindhadho.pitch,.pitch,2358208
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.tonic,Eppadi_Manam_Thunindhadho.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.flatSegNyas,Eppadi_Manam_Thunindhadho.flatSegNyas,.flatsegnyas,5794
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/S_Sundar/Dr_S_Sundar_at_Arkay/Eppadi_Manam_Thunindhadho/Eppadi_Manam_Thunindhadho.pitchSilIntrpPP,Eppadi_Manam_Thunindhadho.pitchSilIntrpPP,.pitchsilintrppp,5098550
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.flatSegNyas,Eppadimanam.flatSegNyas,.flatsegnyas,4122
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.taniSegKNN,Eppadimanam.taniSegKNN,.tanisegknn,13
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.pitchSilIntrpPP,Eppadimanam.pitchSilIntrpPP,.pitchsilintrppp,3423450
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.pitch,Eppadimanam.pitch,.pitch,1582084
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.tonicFine,Eppadimanam.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/K__V__Narayanaswami_concert_at_Ghatkopar_Bombay_1971/Eppadimanam/Eppadimanam.tonic,Eppadimanam.tonic,.tonic,9
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.pitchSilIntrpPP,Pahimam_Brihannayike.pitchSilIntrpPP,.pitchsilintrppp,5038900
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.flatSegNyas,Pahimam_Brihannayike.flatSegNyas,.flatsegnyas,5244
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.tonicFine,Pahimam_Brihannayike.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.tonic,Pahimam_Brihannayike.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.taniSegKNN,Pahimam_Brihannayike.taniSegKNN,.tanisegknn,0
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/K__V__Narayanaswami/Paddhatti/Pahimam_Brihannayike/Pahimam_Brihannayike.pitch,Pahimam_Brihannayike.pitch,.pitch,2325548
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.tonicFine,Eppadi_Manam.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.pitchSilIntrpPP,Eppadi_Manam.pitchSilIntrpPP,.pitchsilintrppp,4005650
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.taniSegKNN,Eppadi_Manam.taniSegKNN,.tanisegknn,0
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.flatSegNyas,Eppadi_Manam.flatSegNyas,.flatsegnyas,5468
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.tonic,Eppadi_Manam.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Bombay_Jayashri/December_Season_2008/Eppadi_Manam/Eppadi_Manam.pitch,Eppadi_Manam.pitch,.pitch,1865374
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.tonicFine,Emani_Vegintune.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.tonic,Emani_Vegintune.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.flatSegNyas,Emani_Vegintune.flatSegNyas,.flatsegnyas,3032
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.pitch,Emani_Vegintune.pitch,.pitch,1113270
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.pitchSilIntrpPP,Emani_Vegintune.pitchSilIntrpPP,.pitchsilintrppp,2426350
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Semmangudi_Srinivasa_Iyer/Paddhatti/Emani_Vegintune/Emani_Vegintune.taniSegKNN,Emani_Vegintune.taniSegKNN,.tanisegknn,0
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.tonicFine",Eppadi_Manam.tonicFine,.tonicfine,25
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.pitchSilIntrpPP",Eppadi_Manam.pitchSilIntrpPP,.pitchsilintrppp,9931350
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.taniSegKNN",Eppadi_Manam.taniSegKNN,.tanisegknn,16
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.flatSegNyas",Eppadi_Manam.flatSegNyas,.flatsegnyas,10846
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.tonic",Eppadi_Manam.tonic,.tonic,10
Carnatic,"50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/Kutcheri,_Live_in_Kalaksetra/Eppadi_Manam/Eppadi_Manam.pitch",Eppadi_Manam.pitch,.pitch,4607443
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.tonicFine,Eppadi_Manam.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.pitchSilIntrpPP,Eppadi_Manam.pitchSilIntrpPP,.pitchsilintrppp,3640050
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.taniSegKNN,Eppadi_Manam.taniSegKNN,.tanisegknn,0
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.flatSegNyas,Eppadi_Manam.flatSegNyas,.flatsegnyas,4587
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.tonic,Eppadi_Manam.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sanjay_Subrahmanyan/December_Season_2011/Eppadi_Manam/Eppadi_Manam.pitch,Eppadi_Manam.pitch,.pitch,1684483
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.tonicFine,Emani_Vegintune.tonicFine,.tonicfine,25
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.tonic,Emani_Vegintune.tonic,.tonic,10
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.flatSegNyas,Emani_Vegintune.flatSegNyas,.flatsegnyas,3774
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.pitch,Emani_Vegintune.pitch,.pitch,1613073
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.pitchSilIntrpPP,Emani_Vegintune.pitchSilIntrpPP,.pitchsilintrppp,3483100
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Sikkil_Gurucharan/December_Season_2009/Emani_Vegintune/Emani_Vegintune.taniSegKNN,Emani_Vegintune.taniSegKNN,.tanisegknn,16
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Aruna_Sairam/Madrasil_Margazhi_2006/Raghuveera/Raghuveera.taniSegKNN,Raghuveera.taniSegKNN,.tanisegknn,0
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Aruna_Sairam/Madrasil_Margazhi_2006/Raghuveera/Raghuveera.flatSegNyas,Raghuveera.flatSegNyas,.flatsegnyas,3236
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Aruna_Sairam/Madrasil_Margazhi_2006/Raghuveera/Raghuveera.pitchSilIntrpPP,Raghuveera.pitchSilIntrpPP,.pitchsilintrppp,2880950
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Aruna_Sairam/Madrasil_Margazhi_2006/Raghuveera/Raghuveera.pitch,Raghuveera.pitch,.pitch,1325340
Carnatic,50bd048f-4482-4c5b-850c-9ad5e5ec46f1/Aruna_Sairam/Madrasil_Margazhi_2006/Raghuveera/Raghuveera.tonic,Raghuveera.tonic,.tonic,9
